date,city,station_name,evidence,event_type,comment,parameter,value
2023-07-06,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/41hEGMr,TF,BC wildfires; Alberta wildfires,pm25,59.3
2023-07-07,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4gGyPEP,TF,BC wildfires; Alberta wildfires,pm25,58.6
2023-07-08,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/42XVVUm,TF,BC wildfires,pm25,32.5
2023-07-09,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4b3HUpR,TF,BC wildfires; Alberta wildfires,pm25,89.4
2023-07-10,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4gGiqjI,TF,BC wildfires; Alberta wildfires,pm25,142.1
2023-07-11,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4gGi6l6,TF,BC wildfires; Alberta wildfires,pm25,66.9
2023-07-12,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4aZWBdM,TF,BC wildfires; Alberta wildfires,pm25,44.4
2023-07-13,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4jXtiwu,TF,BC wildfires; Alberta wildfires,pm25,34.4
2023-07-14,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3QgTnsP,TF,BC wildfires; Alberta wildfires,pm25,50
2023-07-15,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3EG3wwE,TF,BC wildfires; Alberta wildfires,pm25,85.9
2023-07-16,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4k2EFn0,TF,BC wildfires; Alberta wildfires,pm25,84.3
2023-07-17,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3X0zKJ8,TF,BC wildfires; Alberta wildfires,pm25,26
2023-07-18,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4k0QZUI,TF,BC wildfires; Alberta wildfires,pm25,8.6
2023-07-19,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4k0R0YM,TF,BC wildfires; Alberta wildfires,pm25,41
2023-07-20,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4bigTPX,TF,BC wildfires; Alberta wildfires,pm25,53.1
2023-07-21,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3X3kgUG,TF,BC wildfires; Alberta wildfires,pm25,53.3
2023-07-22,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3X18D0w,TF,BC wildfires; Alberta wildfires,pm25,13
2023-07-30,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4gPi4au,TF,BC wildfires; Alberta wildfires,pm25,7.7
2023-07-31,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4146y5m,TF,BC wildfires; Alberta wildfires,pm25,15.4
2023-08-01,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3X35kWK,TF,BC wildfires; Alberta wildfires,pm25,26.1
2023-08-04,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4b5FdUL,TF,BC wildfires,pm25,13.4
2023-08-05,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4b0SvBW,TF,BC wildfires,pm25,15.9
2023-08-06,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4k2VAph,TF,BC wildfires,pm25,15.5
2023-08-07,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4b5lAw1,TF,BC wildfires,pm25,11.5
2023-08-21,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/432tHHR,TF,BC wildfires,pm25,16.1
2023-08-22,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4hXl99q,TF,BC wildfires,pm25,22.5
2023-08-23,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/41juS4C,TF,BC wildfires,pm25,57.1
2023-08-24,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4gIzhCv,TF,BC wildfires,pm25,76.5
2023-08-25,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4i1mmMZ,TF,BC wildfires,pm25,43.8
2023-08-26,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4gEYrSw,TF,BC wildfires,pm25,43.9
2023-08-27,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3CXjD8r,TF,BC wildfires,pm25,48.2
2023-08-28,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3CJ0FT3,TF,BC wildfires,pm25,66.7
2023-08-29,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3EI9kFV,TF,BC wildfires,pm25,81.7
2023-08-30,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4jULVkJ,TF,BC wildfires,pm25,66.6
2023-08-31,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4gIQQSQ,TF,BC wildfires,pm25,21.8
2023-09-01,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3ECaYJc,TF,BC wildfires,pm25,79.2
2023-09-02,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4b5HqQ3,TF,BC wildfires,pm25,144.6
2023-09-03,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4hVyUFu,TF,BC wildfires,pm25,132.8
2023-09-04,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/412H20d,TF,BC wildfires,pm25,15.2
2023-09-05,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/415f3Nk,TF,BC wildfires,pm25,39
2023-09-06,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3EHAX1K,TF,BC wildfires,pm25,41.8
2023-09-07,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4148Jpy,TF,BC wildfires,pm25,13.2
2023-09-08,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4hRYVWA,TF,BC wildfires,pm25,17
2023-09-11,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3D3cOlF,TF,BC wildfires,pm25,113.1
2023-09-12,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/41jmaTO,TF,BC wildfires,pm25,134.5
2023-09-13,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/434kBKV,TF,BC wildfires,pm25,14
2023-09-14,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3X3cKJu,TF,BC wildfires,pm25,17.8
2023-09-15,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/40U0kF2,TF,BC wildfires,pm25,31.2
2023-09-16,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/41hpnDf,TF,BC wildfires,pm25,25.2
2023-09-17,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/42YuWb3,TF,BC wildfires,pm25,56
2023-09-20,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3CFZfZy,TF,BC wildfires,pm25,14.8
2023-09-21,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/41mjo0g,TF,BC wildfires,pm25,18.5
2023-09-22,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4i0Izuz,TF,BC wildfires,pm25,14
2023-09-23,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4hS1Zly,TF,BC wildfires,pm25,10.4
2023-09-24,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/41jIpZZ,TF,BC wildfires,pm25,202.1
2023-09-25,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3X3b3vR,TF,BC wildfires,pm25,150.7
2023-09-26,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3X3pCzA,TF,BC wildfires,pm25,22.5
2023-09-28,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3QiDkL7,TF,BC wildfires,pm25,31.2
2023-09-29,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4hEfd5p,TF,BC wildfires,pm25,31
2023-09-30,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/42SRAlc,TF,BC wildfires,pm25,14.1
2024-05-10,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4hC6twM,TF,BC wildfires,pm25,48.4
2024-05-11,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4i0dQxE,TF,BC wildfires,pm25,NA
2024-05-12,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3X1vrgM,TF,BC wildfires,pm25,NA
2024-05-13,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/42QUQNX,TF,BC wildfires,pm25,NA
2024-05-14,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3Qhpl8a,TF,BC wildfires,pm25,NA
2024-05-15,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3CRifEi,TF,BC wildfires,pm25,NA
2024-07-06,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3QECtEN,TF,BC wildfires,pm25,26.5
2024-07-08,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3Qi0roP,TF,BC wildfires,pm25,71.5
2024-07-12,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3ECGUNs,TF,BC wildfires,pm25,NA
2024-07-19,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/42YxJku,TF,BC wildfires,pm25,319.3
2024-07-20,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/40VMD8F,TF,BC wildfires,pm25,132.8
2024-07-21,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/40WAhwZ,TF,BC wildfires,pm25,62.6
2024-07-22,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3QkEPsg,TF,BC wildfires,pm25,103.8
2024-07-26,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3X46od3,TF,BC wildfires,pm25,16.2
2024-07-27,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4gGJH5u,TF,BC wildfires,pm25,9.8
2024-08-11,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3CRlfk2,TF,BC wildfires,pm25,NA
2024-08-12,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3CHXPxE,TF,BC wildfires,pm25,NA
2024-08-13,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/41f5uN3,TF,BC wildfires,pm25,NA
2024-08-14,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3Qk7ttq,TF,BC wildfires,pm25,NA
2024-08-15,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/41gltux,TF,BC wildfires,pm25,NA
2024-08-16,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3QkIZ34,TF,BC wildfires,pm25,NA
2024-08-17,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/42XwqSX,TF,BC wildfires,pm25,NA
2024-08-18,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3X1L5sA,TF,BC wildfires,pm25,NA
2024-08-19,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4i13ihJ,TF,BC wildfires,pm25,NA
2024-08-20,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3EHnK9d,TF,BC wildfires,pm25,NA
2024-09-07,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/3EE6C45,TF,BC wildfires,pm25,22
2024-09-08,Fort St John,Fort St John Key Learning Centre,https://go.nasa.gov/4b8mUP2,TF,BC wildfires,pm25,54.7
2017-07-09,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/2SRe9lb,TF,BC wildfires,pm25,7.2
2017-07-11,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/33F3bp0,TF,BC wildfires,pm25,14.8
2017-07-12,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/2FccdAf,TF,BC wildfires,pm25,17.6
2017-07-13,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/2GKiQu6,TF,BC wildfires,pm25,9.9
2017-07-14,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3jDR0hH,TF,BC wildfires,pm25,9.3
2017-07-15,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3iCOaIs,TF,BC wildfires,pm25,24
2017-07-19,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3iFdVbf,TF,BC wildfires,pm25,10.9
2017-07-20,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3df3MB0,TF,BC wildfires,pm25,5.6
2017-07-26,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/34HKfVI,TF,BC wildfires,pm25,7.8
2017-08-12,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3lk73lg,TF,BC wildfires; Alberta wildfires,pm25,11.1
2017-08-13,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3nvv1Mf,TF,BC wildfires,pm25,32.8
2017-08-30,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/33IlsSs,TF,BC wildfires,pm25,NA
2017-09-05,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/2GDUcvw,TF,BC wildfires,pm25,NA
2017-09-06,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3jIYLTn,TF,BC wildfires,pm25,NA
2017-09-07,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/2GMvvg3,TF,BC wildfires,pm25,NA
2018-05-29,Fort St John,Fort St John North Camp B_Amb,TF_EE evidence directory,TF,BC wildfires,pm25,10.3
2018-07-23,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3uOHPkN,TF,BC wildfires,pm25,1.7
2018-07-24,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/34MYIQx,TF,BC wildfires,pm25,9.5
2018-07-25,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/30SwpPe,TF,BC wildfires,pm25,13
2018-07-26,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/30TFU0B,TF,BC wildfires,pm25,13.7
2018-07-27,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3iRD4PL,TF,BC wildfires,pm25,13.8
2018-07-28,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3iNwl9I,TF,BC wildfires,pm25,16.4
2018-07-31,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3weyWmC,TF,BC wildfires,pm25,7.5
2018-08-02,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/375063w,TF,BC wildfires,pm25,NA
2018-08-03,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3le8IeR,TF,BC wildfires,pm25,NA
2018-08-06,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/30YNAyI,TF,BC wildfires,pm25,NA
2018-08-07,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3jVhfQJ,TF,BC wildfires,pm25,NA
2018-08-08,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/36Yj390,TF,BC wildfires,pm25,NA
2018-08-09,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/370SXBi,TF,BC wildfires,pm25,NA
2018-08-10,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/370Ix4L,TF,BC wildfires,pm25,NA
2018-08-11,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/33SunAw,TF,BC wildfires,pm25,NA
2018-08-13,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/33T6bxV,TF,BC wildfires,pm25,NA
2018-08-14,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/313dsJK,TF,BC wildfires,pm25,NA
2018-08-15,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3dp50cN,TF,BC wildfires,pm25,34.6
2018-08-16,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/372QKVW,TF,BC wildfires,pm25,70.9
2018-08-17,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3nP5DBp,TF,BC wildfires,pm25,67.1
2018-08-18,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3dpiPIr,TF,BC wildfires,pm25,27.1
2018-08-19,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/314tYJE,TF,BC wildfires,pm25,22.8
2018-08-20,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3nOjW9i,TF,BC wildfires,pm25,23.2
2018-08-21,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3lFWt8k,TF,BC wildfires,pm25,89.9
2018-08-22,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/313YwLp,TF,BC wildfires,pm25,177.6
2018-08-23,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3lD7o2o,TF,BC wildfires,pm25,6.6
2018-08-24,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3dmRaaO,TF,BC wildfires,pm25,46
2018-08-25,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/3nNlKPO,TF,BC wildfires,pm25,41.4
2018-08-27,Fort St John,Fort St John North Camp B_Amb,https://go.nasa.gov/2SPmNjM,TF,BC wildfires,pm25,15
2017-08-30,Fort St John,Fort St John North Camp C,https://go.nasa.gov/33IlsSs,TF,BC wildfires,pm25,6.1
2017-09-05,Fort St John,Fort St John North Camp C,https://go.nasa.gov/2GDUcvw,TF,BC wildfires,pm25,7.9
2017-09-06,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3jIYLTn,TF,BC wildfires,pm25,12.5
2017-09-07,Fort St John,Fort St John North Camp C,https://go.nasa.gov/2GMvvg3,TF,BC wildfires,pm25,32.2
2018-05-29,Fort St John,Fort St John North Camp C,TF_EE evidence directory,TF,BC wildfires,pm25,10.3
2018-07-23,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3uOHPkN,TF,BC wildfires,pm25,1.7
2018-07-24,Fort St John,Fort St John North Camp C,https://go.nasa.gov/34MYIQx,TF,BC wildfires,pm25,9.5
2018-07-25,Fort St John,Fort St John North Camp C,https://go.nasa.gov/30SwpPe,TF,BC wildfires,pm25,13
2018-07-26,Fort St John,Fort St John North Camp C,https://go.nasa.gov/30TFU0B,TF,BC wildfires,pm25,13.7
2018-07-27,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3iRD4PL,TF,BC wildfires,pm25,13.8
2018-07-28,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3iNwl9I,TF,BC wildfires,pm25,16.1
2018-07-31,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3weyWmC,TF,BC wildfires,pm25,7.5
2018-08-02,Fort St John,Fort St John North Camp C,https://go.nasa.gov/375063w,TF,BC wildfires,pm25,NA
2018-08-03,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3le8IeR,TF,BC wildfires,pm25,NA
2018-08-06,Fort St John,Fort St John North Camp C,https://go.nasa.gov/30YNAyI,TF,BC wildfires,pm25,NA
2018-08-07,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3jVhfQJ,TF,BC wildfires,pm25,NA
2018-08-08,Fort St John,Fort St John North Camp C,https://go.nasa.gov/36Yj390,TF,BC wildfires,pm25,NA
2018-08-09,Fort St John,Fort St John North Camp C,https://go.nasa.gov/370SXBi,TF,BC wildfires,pm25,NA
2018-08-10,Fort St John,Fort St John North Camp C,https://go.nasa.gov/370Ix4L,TF,BC wildfires,pm25,NA
2018-08-11,Fort St John,Fort St John North Camp C,https://go.nasa.gov/33SunAw,TF,BC wildfires,pm25,NA
2018-08-13,Fort St John,Fort St John North Camp C,https://go.nasa.gov/33T6bxV,TF,BC wildfires,pm25,NA
2018-08-14,Fort St John,Fort St John North Camp C,https://go.nasa.gov/313dsJK,TF,BC wildfires,pm25,NA
2018-08-15,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3dp50cN,TF,BC wildfires,pm25,34.6
2018-08-16,Fort St John,Fort St John North Camp C,https://go.nasa.gov/372QKVW,TF,BC wildfires,pm25,70.9
2018-08-17,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3nP5DBp,TF,BC wildfires,pm25,67.1
2018-08-18,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3dpiPIr,TF,BC wildfires,pm25,27.1
2018-08-19,Fort St John,Fort St John North Camp C,https://go.nasa.gov/314tYJE,TF,BC wildfires,pm25,22.8
2018-08-20,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3nOjW9i,TF,BC wildfires,pm25,23.2
2018-08-21,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3lFWt8k,TF,BC wildfires,pm25,89.9
2018-08-22,Fort St John,Fort St John North Camp C,https://go.nasa.gov/313YwLp,TF,BC wildfires,pm25,177.6
2018-08-23,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3lD7o2o,TF,BC wildfires,pm25,6.6
2018-08-24,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3dmRaaO,TF,BC wildfires,pm25,46
2018-08-25,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3nNlKPO,TF,BC wildfires,pm25,41.4
2018-08-27,Fort St John,Fort St John North Camp C,https://go.nasa.gov/2SPmNjM,TF,BC wildfires,pm25,15
2019-05-23,Fort St John,Fort St John North Camp C,https://go.nasa.gov/350zQVA,TF,Alberta wildfires,pm25,27.1
2019-05-24,Fort St John,Fort St John North Camp C,https://go.nasa.gov/315w3oJ,TF,Alberta wildfires,pm25,27.4
2019-05-25,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3lJrCYm,TF,Alberta wildfires,pm25,25.3
2019-05-26,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3lMUq27,TF,Alberta wildfires,pm25,19
2019-05-27,Fort St John,Fort St John North Camp C,https://go.nasa.gov/2SOmTZ4,TF,Alberta wildfires,pm25,16.4
2019-05-29,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3aehdAv,TF,Alberta wildfires,pm25,12.6
2019-05-30,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3nNnd8U,TF,Alberta wildfires,pm25,32
2019-05-31,Fort St John,Fort St John North Camp C,https://go.nasa.gov/33VaBV6,TF,Alberta wildfires,pm25,183.7
2019-07-11,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3AivUgb,TF,Yukon wildfires,pm25,7.5
2019-07-12,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3lm5iHc,TF,Alberta wildfires,pm25,11.3
2019-07-13,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3Dizkl9,TF,Alberta wildfires,pm25,14
2019-08-14,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3nN1U7d,TF,Alberta wildfires,pm25,9.5
2020-08-01,Fort St John,Fort St John North Camp C,https://go.nasa.gov/2YwYcqo,TF,NWT wildfires,pm25,11.7
2020-09-13,Fort St John,Fort St John North Camp C,https://go.nasa.gov/2YAkvf5,TF,USA wildfires,pm25,2.2
2020-09-18,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3008fVr,TF,USA wildfires,pm25,13.4
2020-09-19,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3BpeCQa,TF,USA wildfires,pm25,18.5
2021-06-30,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3Aj4hnu,TF,BC wildfires,pm25,35.1
2021-07-01,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3uOw262,TF,BC wildfires,pm25,9.8
2021-07-07,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3AlNS1i,TF,BC wildfires,pm25,15.9
2021-07-08,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3llzaTU,TF,BC wildfires,pm25,22.8
2021-07-09,Fort St John,Fort St John North Camp C,https://go.nasa.gov/309UILj,TF,BC wildfires,pm25,16.5
2021-07-10,Fort St John,Fort St John North Camp C,https://go.nasa.gov/2YqQu1m,TF,BC wildfires,pm25,13.7
2021-07-12,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3ahMimM,TF,BC wildfires,pm25,20.1
2021-07-13,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3iFqXs1,TF,BC wildfires,pm25,23.8
2021-07-14,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3oInPzo,TF,BC wildfires,pm25,22.3
2021-07-15,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3agGLgd,TF,BC wildfires,pm25,22.4
2021-07-20,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3aeDXjR,TF,BC wildfires,pm25,16.7
2021-07-21,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3oHg5xG,TF,BC wildfires,pm25,6
2021-07-31,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3ljlIji ,TF,BC wildfires,pm25,24.2
2021-08-01,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3DmyEeq ,TF,BC wildfires,pm25,28
2021-08-02,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3FtHAk3 ,TF,BC wildfires,pm25,30.1
2021-08-03,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3Bl6TT5 ,TF,BC wildfires,pm25,20.8
2021-08-05,Fort St John,Fort St John North Camp C,https://go.nasa.gov/3j08kPR ,TF,BC wildfires,pm25,NA
2017-07-09,Fort St John,Fort St John Old Fort,https://go.nasa.gov/2SRe9lb,TF,BC wildfires,pm25,5.4
2017-07-11,Fort St John,Fort St John Old Fort,https://go.nasa.gov/33F3bp0,TF,BC wildfires,pm25,15.9
2017-07-12,Fort St John,Fort St John Old Fort,https://go.nasa.gov/2FccdAf,TF,BC wildfires,pm25,17.2
2017-07-13,Fort St John,Fort St John Old Fort,https://go.nasa.gov/2GKiQu6,TF,BC wildfires,pm25,11.9
2017-07-14,Fort St John,Fort St John Old Fort,https://go.nasa.gov/3jDR0hH,TF,BC wildfires,pm25,12.2
2017-07-15,Fort St John,Fort St John Old Fort,https://go.nasa.gov/3iCOaIs,TF,BC wildfires,pm25,26.3
2017-07-19,Fort St John,Fort St John Old Fort,https://go.nasa.gov/3iFdVbf,TF,BC wildfires,pm25,12.3
2017-07-20,Fort St John,Fort St John Old Fort,https://go.nasa.gov/3df3MB0,TF,BC wildfires,pm25,6.1
2017-07-26,Fort St John,Fort St John Old Fort,https://go.nasa.gov/34HKfVI,TF,BC wildfires,pm25,7.1
2017-08-12,Fort St John,Fort St John Old Fort,https://go.nasa.gov/3lk73lg,TF,BC wildfires; Alberta wildfires,pm25,11.2
2017-08-13,Fort St John,Fort St John Old Fort,https://go.nasa.gov/3nvv1Mf,TF,BC wildfires,pm25,13.5
2017-08-30,Fort St John,Fort St John Old Fort,https://go.nasa.gov/33IlsSs,TF,BC wildfires,pm25,5.8
2017-09-05,Fort St John,Fort St John Old Fort,https://go.nasa.gov/2GDUcvw,TF,BC wildfires,pm25,3.7
2017-09-06,Fort St John,Fort St John Old Fort,https://go.nasa.gov/3jIYLTn,TF,BC wildfires,pm25,11.4
2017-09-07,Fort St John,Fort St John Old Fort,https://go.nasa.gov/2GMvvg3,TF,BC wildfires,pm25,32
2018-05-29,Fort St John,Fort St John Old Fort,TF_EE evidence directory,TF,BC wildfires,pm25,8.4
2018-07-23,Fort St John,Fort St John Old Fort,https://go.nasa.gov/3uOHPkN,TF,BC wildfires,pm25,1.1
2018-07-24,Fort St John,Fort St John Old Fort,https://go.nasa.gov/34MYIQx,TF,BC wildfires,pm25,12
2018-07-25,Fort St John,Fort St John Old Fort,https://go.nasa.gov/30SwpPe,TF,BC wildfires,pm25,13.2
2018-07-26,Fort St John,Fort St John Old Fort,https://go.nasa.gov/30TFU0B,TF,BC wildfires,pm25,14.8
2018-07-27,Fort St John,Fort St John Old Fort,https://go.nasa.gov/3iRD4PL,TF,BC wildfires,pm25,17.4
2018-07-28,Fort St John,Fort St John Old Fort,https://go.nasa.gov/3iNwl9I,TF,BC wildfires,pm25,14.3
2018-07-31,Fort St John,Fort St John Old Fort,https://go.nasa.gov/3weyWmC,TF,BC wildfires,pm25,4.4
